type,source,status,episodes,popularity,members,favorites,duration_min,year,genre_Action,genre_Adventure,genre_Avant Garde,genre_Award Winning,genre_Boys Love,genre_Comedy,genre_Drama,genre_Ecchi,genre_Erotica,genre_Fantasy,genre_Girls Love,genre_Gourmet,genre_Hentai,genre_Horror,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Slice of Life,genre_Sports,genre_Supernatural,genre_Suspense,mal_id,score,type_Movie,type_TV,source_4-koma manga,source_Book,source_Card game,source_Game,source_Light novel,source_Manga,source_Mixed media,source_Music,source_Novel,source_Original,source_Other,source_Picture book,source_Radio,source_Unknown,source_Visual novel,source_Web manga,source_Web novel,status_Currently Airing,status_Finished Airing
TV,Original,Finished Airing,26.0,42,1978236,86696,24,1998,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.75,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Movie,Original,Finished Airing,1.0,642,398549,1711,55,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,8.38,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,26.0,260,804292,16890,24,1998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,8.22,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,26.0,1954,123635,674,25,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,7.23,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,52.0,5660,16312,16,23,2004,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,6.92,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,145.0,1361,191897,2077,23,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,7.91,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,24.0,945,279100,4186,23,2005,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,7.98,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,52.0,4686,26243,244,23,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,7.54,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,24.0,1283,205030,1384,27,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8.17,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,74.0,121,1241344,58111,24,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19,8.89,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,220.0,9,3002557,83485,23,2002,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,8.01,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Currently Airing,0.0,17,2543848,239276,24,1999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,8.73,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
TV,Manga,Finished Airing,178.0,1350,193335,3051,22,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,7.85,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,12.0,8817,5455,3,23,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,6.36,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,26.0,770,339061,5314,23,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,7.88,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,24.0,1697,147075,862,24,2004,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25,7.36,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,22.0,968,272917,5397,23,2003,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,26,7.75,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Light novel,Finished Airing,24.0,1353,193216,1382,24,2005,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,27,7.28,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,69.0,2230,102986,929,24,2004,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,7.91,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,26.0,4818,24445,198,24,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,7.49,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,26.0,45,1935976,112508,24,1995,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30,8.36,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Movie,Original,Finished Airing,1.0,969,272876,770,44,1997,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,31,7.48,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Movie,Original,Finished Airing,1.0,178,993118,30832,26,1997,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,32,8.56,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,25.0,302,723288,30053,23,1997,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,33,8.6,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Movie,Manga,Finished Airing,1.0,341,675561,13719,22,1995,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,43,8.27,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,94.0,470,514587,10267,25,1996,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,8.28,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Movie,Manga,Finished Airing,1.0,3237,54474,98,30,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,7.55,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Movie,Manga,Finished Airing,1.0,209,917327,14485,4,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,47,8.16,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,26.0,1377,189928,1442,24,2002,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,48,6.94,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,24.0,1558,166184,1154,24,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,50,7.31,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,26.0,3049,61262,322,24,2001,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,7.26,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,24.0,2077,114931,475,23,2002,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53,7.1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Movie,Manga,Finished Airing,1.0,2683,76597,187,45,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54,7.05,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Game,Finished Airing,26.0,5497,17641,14,22,1999,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,55,6.48,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,13.0,5372,18803,22,23,2003,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,56,5.85,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,26.0,721,361764,8880,25,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,8.29,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,26.0,2490,86364,447,23,1999,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,58,7.01,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,26.0,485,501810,4202,24,2002,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,59,7.39,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,24.0,1140,233292,1948,23,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,60,7.6,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,26.0,1384,189245,1287,23,2003,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,61,7.16,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Visual novel,Finished Airing,26.0,2647,78212,197,23,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62,6.71,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
TV,Manga,Finished Airing,12.0,1647,153995,362,23,2004,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,63,6.54,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,12.0,1236,213738,2068,24,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64,7.4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,12.0,2140,109010,471,24,2005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65,7.61,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,4-koma manga,Finished Airing,26.0,637,401106,8689,24,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,8.06,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,24.0,1323,197917,1445,24,2005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67,7.53,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,23.0,949,278274,1820,24,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68,7.31,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,25.0,6462,11648,14,24,2005,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,69,6.31,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Light novel,Finished Airing,24.0,467,516233,4427,24,2002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71,7.59,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Light novel,Finished Airing,12.0,878,305739,2987,24,2003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,8.02,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Light novel,Finished Airing,13.0,988,268745,1297,24,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7.91,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,26.0,2201,104446,1498,25,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,7.64,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,25.0,3360,51278,277,24,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75,7.25,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,13.0,2151,108228,1065,25,2004,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,7.41,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,13.0,2874,68195,1017,25,2005,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,7.95,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Visual novel,Finished Airing,24.0,917,287173,1468,24,2005,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,79,7.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Movie,Original,Finished Airing,1.0,5906,14523,5,52,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,83,6.75,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,50.0,2558,82966,2465,24,1985,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,85,7.89,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,47.0,3462,48136,192,24,1986,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86,6.67,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Movie,Novel,Finished Airing,1.0,3201,55500,541,59,1988,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87,7.68,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Movie,Original,Finished Airing,1.0,4053,35874,85,0,1991,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88,6.59,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,51.0,4360,30682,152,24,1993,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,89,6.71,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,49.0,1556,166800,2421,24,1995,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90,7.66,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,39.0,3897,38972,232,24,1996,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92,7.34,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,50.0,1437,180026,3682,24,2002,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,93,7.74,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,50.0,2085,114141,1136,24,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,94,7.17,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,50.0,3286,52981,1159,24,1999,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,95,7.79,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,49.0,2766,73314,1070,24,1994,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,96,7.58,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,26.0,1427,181969,1898,24,2003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97,7.78,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,26.0,2007,119661,1142,23,2004,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,98,7.4,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,26.0,3275,53303,313,23,2005,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,7.27,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,13.0,2901,67226,453,23,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,7.15,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Visual novel,Finished Airing,12.0,874,306814,2679,24,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,101,7.27,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
TV,Manga,Finished Airing,26.0,2180,106024,558,25,2004,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,102,7.43,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,74.0,5535,17340,100,24,1994,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,103,7.41,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,24.0,2957,64955,494,21,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,104,7.17,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,13.0,4781,24925,46,23,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,105,6.38,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,51.0,2949,65331,821,24,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,106,7.57,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,13.0,3875,39414,214,24,2002,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,107,7.17,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,24.0,2736,74289,239,23,2004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,109,6.77,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,52.0,5120,21185,124,23,1997,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,110,7.6,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,52.0,5401,18486,65,25,1999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,111,6.86,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,8.0,7010,9608,4,17,2004,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,112,4.82,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,26.0,4682,26354,126,23,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,113,7.32,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,26.0,1679,149610,1723,11,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,7.88,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,13.0,6201,12840,10,24,1998,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115,6.77,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,26.0,5300,19512,41,23,1995,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,116,6.93,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Visual novel,Finished Airing,13.0,3996,36891,50,14,2004,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,119,6.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
TV,Manga,Finished Airing,26.0,433,557126,9785,24,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,120,7.69,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,51.0,85,1522210,26419,24,2003,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121,8.11,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,52.0,2072,115261,1876,24,2002,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,122,7.93,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,52.0,1932,125500,2143,23,1995,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,123,7.6,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,13.0,3994,36901,26,24,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,125,6.41,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,13.0,4223,32992,83,24,2005,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,126,6.84,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Game,Finished Airing,24.0,4881,23642,63,25,2000,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,127,6.9,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,50.0,3140,57820,798,23,2000,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,129,7.54,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,25.0,3969,37391,122,23,2003,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,130,7.36,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,26.0,4789,24794,49,24,2004,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,131,7.37,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,49.0,1917,126371,898,24,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,132,7.57,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Visual novel,Finished Airing,12.0,1995,120653,230,24,2003,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,133,6.13,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
TV,Manga,Finished Airing,13.0,1321,198074,1213,24,2003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,134,7.38,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,75.0,1709,145932,2502,23,2001,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,135,8.07,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,62.0,376,625556,11696,23,1999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,136,8.43,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,12.0,6185,12909,11,23,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,141,6.04,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,44.0,3091,59730,554,24,1999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,142,7.47,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Manga,Finished Airing,12.0,2725,74818,720,24,2004,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,143,6.8,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Visual novel,Finished Airing,13.0,2856,69100,222,24,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,144,7.06,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
TV,Manga,Finished Airing,26.0,1078,245359,2812,24,1998,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,145,7.6,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
TV,Original,Finished Airing,12.0,2984,63539,163,24,2004,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,146,6.69,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
TV,Visual novel,Finished Airing,14.0,1698,147051,1082,23,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,147,7.16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
TV,Visual novel,Finished Airing,12.0,6813,10310,10,24,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,148,6.56,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
TV,Manga,Finished Airing,12.0,1718,144789,1295,24,2005,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,149,6.71,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
